title,date,location,url,attendees,tags
CCRA Sunday Meeting - Computer repurposing workshop,"Sunday, 19 April 2026 At 1:00 PM, EDT (GMT-4)",Gates Hall G11,/rsvp_boot?id=2300907,0 going,Private Meeting
Board,"Sunday, 19 April 2026 At 2:30 PM, EDT (GMT-4)",Private Location ( register to display ),/rsvp_boot?id=2301153,0 going,Private Meeting
Chapter,"Sunday, 19 April 2026 At 3:00 PM, EDT (GMT-4)",Private Location ( register to display ),/rsvp_boot?id=2301142,0 going,"Open Event, Spirituality, Faith/ Religion"
Catholic Bible Study,"Sunday, 19 April 2026 At 3:00 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2303281,0 going,"Open Event, Spirituality, Faith/ Religion"
Sunday Rosary,"Sunday, 19 April 2026 At 4:00 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2303290,0 going,"Open Event, Spirituality, Faith/ Religion"
Catechesis,"Sunday, 19 April 2026 At 4:30 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2303299,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
English Conversation Hour,"Sunday, 19 April 2026 At 5:00 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2298649,0 going,Open Event
Grad Student Gala 2026: A Masquerade All Around the World,"Sunday, 19 April 2026 At 7:00 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2304021,0 going,"Open Event, Music, Performance"
Cornell Chorale Spring 2026 Concert - Promises Aflight,"Sunday, 19 April 2026 At 7:30 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2303361,0 going,"Open Event, Spirituality"
Sunday Mass ( 9pm ),"Sunday, 19 April 2026 At 9:00 PM, EDT (GMT-4)",Sage Chapel,/rsvp_boot?id=2288020,0 going,"Open Meeting, Dialogue/ Discussion, Education, Graduate School, Spirituality, Faith/ Religion, Academics, Food/Drink, Funded by Interfaith Council at ..."
Scriptorium,"Monday, 20 April 2026 At 10:00 AM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2302132,0 going,"Open Event, Spirituality, Faith/ Religion"
Episcopal Church at Cornell ( ECC ) Morning Prayer,"Monday, 20 April 2026 At 10:00 AM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2302144,0 going,"Open Event, Diversity, Student Life, Advocacy, Free, Fun, Mindfulness, Activism, Community, Food/Drink, Identity, Social, Inclusion"
NeurodiversiTea,"Monday, 20 April 2026 At 10:30 AM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2303469,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Spanish Conversation Hour,"Monday, 20 April 2026 At 1:30 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2297790,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Sanskrit Conversation Hour,"Monday, 20 April 2026 At 4:00 PM, EDT (GMT-4)",G24A Stimson Hall and on Zoom ( link on website ),/rsvp_boot?id=2297930,0 going,"Open Event, International"
Einaudi Spring Showcase,"Monday, 20 April 2026 At 4:30 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2304259,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
English Conversation Hour,"Monday, 20 April 2026 At 4:30 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2298411,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
French Conversation Hour,"Monday, 20 April 2026 At 5:00 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2297471,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
German Conversation Hour ( SprachCafe ),"Monday, 20 April 2026 At 5:00 PM, EDT (GMT-4)",Big Red Barn,/rsvp_boot?id=2297645,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Norwegian Conversation Hour,"Monday, 20 April 2026 At 5:00 PM, EDT (GMT-4)",Big Red Barn,/rsvp_boot?id=2297762,0 going,"Open Event, Spirituality, Faith/ Religion"
Episcopal Church at Cornell ( ECC ) Evening Prayer,"Monday, 20 April 2026 At 5:30 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2302085,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Mandarin Conversation Hour,"Monday, 20 April 2026 At 5:40 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2302658,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
English Conversation Hour,"Monday, 20 April 2026 At 6:00 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2297427,0 going,"Private Meeting, Education"
MICC G-Body and NME Session,"Monday, 20 April 2026 At 6:00 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2301833,0 going,"Open Event, Dance, Free, Fun"
Monday Night Swing Dance,"Monday, 20 April 2026 At 7:00 PM, EDT (GMT-4)",Big Red Barn,/rsvp_boot?id=2299935,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Cantonese Conversation Hour,"Tuesday, 21 April 2026 At 11:15 AM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2297886,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Italian Conversation Hour,"Tuesday, 21 April 2026 At 12:00 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2298801,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Romanian Conversation Hour,"Tuesday, 21 April 2026 At 12:00 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2301019,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Mandarin Conversation Hour,"Tuesday, 21 April 2026 At 1:30 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2303962,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Mandarin Conversation Hour,"Tuesday, 21 April 2026 At 2:30 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2299017,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Cantonese Conversation Hour,"Tuesday, 21 April 2026 At 3:30 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2299028,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Latin Conversation Hour,"Tuesday, 21 April 2026 At 4:30 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2298192,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Modern Greek Conversation Hour,"Tuesday, 21 April 2026 At 4:30 PM, EDT (GMT-4)",Libe Cafe ( Olin Library ),/rsvp_boot?id=2300777,0 going,"Open Meeting, Diversity, Dialogue/ Discussion, Advocacy, Cultural, Free, Fun, History, Awareness, Activism, Community, Identity, International, Social Justice, Political, Leadership, Social, Inclusion"
CProg x SJP G-Body,"Tuesday, 21 April 2026 At 5:00 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2300242,0 going,Open Meeting
CIAS G-Body,"Tuesday, 21 April 2026 At 5:00 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2300475,0 going,Open Meeting
CIAS G-Body,"Tuesday, 21 April 2026 At 5:00 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2300486,0 going,Open Meeting
CIAS G-Body,"Tuesday, 21 April 2026 At 5:00 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2300497,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Spanish Conversation Hour,"Tuesday, 21 April 2026 At 5:00 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2297803,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Taiwanese Conversation Hour,"Tuesday, 21 April 2026 At 5:00 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2298661,0 going,"Open Event, Spirituality, Faith/ Religion"
Episcopal Church at Cornell ( ECC ) Evening Prayer,"Tuesday, 21 April 2026 At 5:30 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2302086,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
English Conversation Hour,"Tuesday, 21 April 2026 At 6:00 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2297440,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Mandarin Conversation Hour,"Tuesday, 21 April 2026 At 6:00 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2298303,0 going,"Private Meeting, Music, Cultural"
Shimtah Oldie Practice,"Tuesday, 21 April 2026 At 9:30 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2300105,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Modern Greek Conversation Hour,"Wednesday, 22 April 2026 At 11:00 AM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2297659,0 going,"Open Event, Student Life, Education, Housing, Free, Awareness, Graduate School, Resources, Community, Networking"
In-Person Housing Fair,"Wednesday, 22 April 2026 At 11:00 AM, EDT (GMT-4)",Ho Plaza,/rsvp_boot?id=2303224,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Mandarin Conversation Hour,"Wednesday, 22 April 2026 At 3:00 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2302650,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Bangla slash Bengali Conversation Hour,"Wednesday, 22 April 2026 At 3:45 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2297393,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Italian Conversation Hour,"Wednesday, 22 April 2026 At 3:45 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2297715,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
American Sign Language Conversation Hour,"Wednesday, 22 April 2026 At 4:15 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2297633,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
English Conversation Hour,"Wednesday, 22 April 2026 At 4:30 PM, EDT (GMT-4)",Plant Science Building 328A,/rsvp_boot?id=2298364,0 going,Open Meeting
The Insurance Club Meeting,"Wednesday, 22 April 2026 At 4:45 PM, EDT (GMT-4)",Ives 217,/rsvp_boot?id=2303251,0 going,"Open Meeting, Mindfulness, Community, Faith/ Religion, Funded by Interfaith Council at ..."
Weekly Meditation and Meeting,"Wednesday, 22 April 2026 At 5:00 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2300510,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Arabic Conversation Hour,"Wednesday, 22 April 2026 At 5:00 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2297364,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Armenian Conversation Hour,"Wednesday, 22 April 2026 At 5:00 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2297379,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
French Conversation Hour,"Wednesday, 22 April 2026 At 5:00 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2297485,0 going,"Open Event, Spirituality, Faith/ Religion"
Episcopal Church at Cornell ( ECC ) Evening Prayer,"Wednesday, 22 April 2026 At 5:30 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2302115,0 going,"Open Meeting, Careers"
CAS G-Body Meeting,"Wednesday, 22 April 2026 At 5:45 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2299968,0 going,"Open Meeting, Advocacy, Activism"
Homelessness Action Project at Cornell 4 slash 22 slash 26 G-Body Meeting,"Wednesday, 22 April 2026 At 6:00 PM, EDT (GMT-4)",Morrill Hall Room 110,/rsvp_boot?id=2300577,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Japanese Conversation Hour,"Wednesday, 22 April 2026 At 6:00 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2297728,0 going,"Open Event, Music, Free, Fun, Performance"
Cornell “Organists Unplugged” Earth Day Recital ( CU Music ),"Wednesday, 22 April 2026 At 7:30 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2304098,0 going,"Open Event, Diversity, Student Life, Advocacy, Free, Fun, Mindfulness, Activism, Community, Food/Drink, Identity, Social, Inclusion"
NeurodiversiTea,"Thursday, 23 April 2026 At 10:30 AM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2303470,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
English Conversation Hour,"Thursday, 23 April 2026 At 1:15 PM, EDT (GMT-4)",Plant Science Building 328A,/rsvp_boot?id=2298375,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Mandarin Conversation Hour,"Thursday, 23 April 2026 At 2:15 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2298220,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
English Conversation Hour,"Thursday, 23 April 2026 At 2:20 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2298424,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Japanese Conversation Hour,"Thursday, 23 April 2026 At 4:30 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2302319,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Mandarin Conversation Hour,"Thursday, 23 April 2026 At 4:30 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2302328,0 going,"Open Event, Free, Environment/ Sustainability, Awareness, Activism, Political, Lecture"
"The Carbon Wave: A Story of Democracy, Parenthood, and the Race to Protect Our Planet","Thursday, 23 April 2026 At 5:00 PM, EDT (GMT-4)",120 Physical Sciences Building,/rsvp_boot?id=2303869,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Hindi slash Urdu Conversation Hour,"Thursday, 23 April 2026 At 5:00 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2297672,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Korean Conversation Hour,"Thursday, 23 April 2026 At 5:00 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2297735,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Turkish Conversation Hour,"Thursday, 23 April 2026 At 5:00 PM, EDT (GMT-4)",G24B Stimson Hall,/rsvp_boot?id=2298144,0 going,"Open Event, Spirituality, Faith/ Religion"
Episcopal Church at Cornell ( ECC ) Evening Prayer,"Thursday, 23 April 2026 At 5:30 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2302087,0 going,"Open Event, Free, Fun"
"Come Juggle! Thursday, 23 April 2026 At 6:00 PM, EDT (GMT-4)",Physical Sciences Building Patio,Opens the event page,/rsvp_boot?id=2302526,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
English Conversation Hour,"Thursday, 23 April 2026 At 6:00 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2297455,0 going,"Open Event, Dance, Education, Fitness, Body Positivity, Cultural, Free, Fun, Health and Wellness, Community, Workshop"
Free Tango Lesson and Practica,"Thursday, 23 April 2026 At 7:00 PM, EDT (GMT-4)",Atrium of Physical Sciences Building,/rsvp_boot?id=2288825,0 going,"Private Meeting, Music, Cultural"
Shimtah Practice,"Thursday, 23 April 2026 At 9:30 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2300116,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Hindi Conversation Hour,"Friday, 24 April 2026 At 9:00 AM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2297702,0 going,Open Event
"International Scholar, Graduate, and Professional Student Coffee Hour","Friday, 24 April 2026 At 10:00 AM, EDT (GMT-4)",Big Red Barn - Greenhouse,/rsvp_boot?id=2297607,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Quechua Conversation Hour,"Friday, 24 April 2026 At 10:00 AM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2297776,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Ancient Greek Conversation Hour,"Friday, 24 April 2026 At 11:00 AM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2298206,0 going,Open Meeting
Weekly Meeting,"Friday, 24 April 2026 At 12:00 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2300753,0 going,"Open Event, Academics, Funded by GPSAFC"
The Work-in-Progress Seminar ( TWIPS ),"Friday, 24 April 2026 At 12:00 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2301102,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Yiddish Conversation Hour,"Friday, 24 April 2026 At 12:00 PM, EDT (GMT-4)",Online Event,/rsvp_boot?id=2295719,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Catalan Conversation Hour,"Friday, 24 April 2026 At 1:00 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2297406,0 going,"Open Event, Diversity, Self-Care, Education, Free, Fun, Mindfulness, Resources, Community, Academics, Food/Drink, Identity, Social, Inclusion"
"Study Smart! Friday, 24 April 2026 At 1:15 PM, EDT (GMT-4)",Private Location ( sign in to display ),Opens the event page,/rsvp_boot?id=2303482,0 going,"Open Event, Music, Free, Fun, Art, Performance"
"Piano Series: Piano Portraits-Art and Music-Making in London, ca",1800,"Friday, 24 April 2026 At 2:00 PM, EDT (GMT-4)",/rsvp_boot?id=2303720,0 going,"Open Training/Workshop, Environment/ Sustainability, Community Service"
CCRA Friday Meeting - Tech help and open workshop,"Friday, 24 April 2026 At 4:30 PM, EDT (GMT-4)",Gates Hall G09,/rsvp_boot?id=2300916,0 going,Private Event
CUDT Clinic,"Friday, 24 April 2026 At 5:00 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2298772,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
English Conversation Hour,"Friday, 24 April 2026 At 5:00 PM, EDT (GMT-4)",Temple of Zeus,/rsvp_boot?id=2302665,0 going,"Open Event, Spirituality, Faith/ Religion"
Episcopal Church at Cornell ( ECC ) Evening Prayer,"Friday, 24 April 2026 At 5:30 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2302116,0 going,"Open Event, Dance, Fun, Art, Performance"
BASE in Yo Face,"Friday, 24 April 2026 At 7:00 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2303344,0 going,Open Meeting
Real Life - Cru’s Weekly Large Group Meeting,"Friday, 24 April 2026 At 7:00 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2287846,0 going,"Open Meeting, Esports, Gaming, Free, Fun"
Cornell Fighting Game Club Weekly Meeting,"Friday, 24 April 2026 At 8:30 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2299354,0 going,"Open Event, Gaming, Free, Fun, Community, Food/Drink"
Mafia Club Weekly Meeting,"Friday, 24 April 2026 At 9:00 PM, EDT (GMT-4)",Keeton House Downstairs G40A Lounge ( near dining room ),/rsvp_boot?id=2292642,0 going,Private Event
CUDT Clinic,"Saturday, 25 April 2026 At 11:00 AM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2298788,0 going,"Open Training/Workshop, Dance, Free, Fun"
Swing Syndicate Open Jam,"Saturday, 25 April 2026 At 11:00 AM, EDT (GMT-4)","Garden Room, Willard Straight Hall",/rsvp_boot?id=2299947,0 going,"Private Meeting, Music, Cultural"
Shimtah Practice,"Saturday, 25 April 2026 At 4:30 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2300117,0 going,"Open Event, Music"
Brave the Elements XXXIV: The Key Elements A Cappella Concert,"Saturday, 25 April 2026 At 8:00 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2302309,0 going,"Open Event, Music, Free, Spirituality, Faith/ Religion"
Pickup Choir with PCM,"Sunday, 26 April 2026 At 10:00 AM, EDT (GMT-4)",Anabel Taylor Hall,/rsvp_boot?id=2286085,0 going,"Open Event, Free, Community, Spirituality, Faith/ Religion, Family, Inclusion"
Morning Worship Services with PCM,"Sunday, 26 April 2026 At 11:00 AM, EDT (GMT-4)",Anabel Taylor Hall Chapel,/rsvp_boot?id=2286121,0 going,"Open Training/Workshop, Environment/ Sustainability, Community Service"
CCRA Sunday Meeting - Computer repurposing workshop,"Sunday, 26 April 2026 At 1:00 PM, EDT (GMT-4)",Gates Hall G11,/rsvp_boot?id=2300908,0 going,Private Meeting
Board,"Sunday, 26 April 2026 At 2:30 PM, EDT (GMT-4)",Private Location ( register to display ),/rsvp_boot?id=2301154,0 going,Private Meeting
Chapter,"Sunday, 26 April 2026 At 3:00 PM, EDT (GMT-4)",Private Location ( register to display ),/rsvp_boot?id=2301143,0 going,"Open Event, Spirituality, Faith/ Religion"
Catholic Bible Study,"Sunday, 26 April 2026 At 3:00 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2303282,0 going,"Open Event, Spirituality, Faith/ Religion"
Sunday Rosary,"Sunday, 26 April 2026 At 4:00 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2303291,0 going,"Open Event, Spirituality, Faith/ Religion"
Catechesis,"Sunday, 26 April 2026 At 4:30 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2303300,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
English Conversation Hour,"Sunday, 26 April 2026 At 5:00 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2298650,0 going,"Private Event, Dance, Performance"
On Tap On Broadway,"Sunday, 26 April 2026 At 7:00 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2302970,0 going,"Open Event, Spirituality"
Sunday Mass ( 9pm ),"Sunday, 26 April 2026 At 9:00 PM, EDT (GMT-4)",Sage Chapel,/rsvp_boot?id=2288021,0 going,"Open Meeting, Dialogue/ Discussion, Education, Graduate School, Spirituality, Faith/ Religion, Academics, Food/Drink, Funded by Interfaith Council at ..."
Scriptorium,"Monday, 27 April 2026 At 10:00 AM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2302133,0 going,"Open Event, Spirituality, Faith/ Religion"
Episcopal Church at Cornell ( ECC ) Morning Prayer,"Monday, 27 April 2026 At 10:00 AM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2302145,0 going,"Open Event, Diversity, Student Life, Advocacy, Free, Fun, Mindfulness, Activism, Community, Food/Drink, Identity, Social, Inclusion"
NeurodiversiTea,"Monday, 27 April 2026 At 10:30 AM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2303471,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Spanish Conversation Hour,"Monday, 27 April 2026 At 1:30 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2297791,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Sanskrit Conversation Hour,"Monday, 27 April 2026 At 4:00 PM, EDT (GMT-4)",G24A Stimson Hall and on Zoom ( link on website ),/rsvp_boot?id=2297931,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
English Conversation Hour,"Monday, 27 April 2026 At 4:30 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2298412,0 going,"Open Event, Comedy, Environment/ Sustainability, Art, Theatre"
Old Greeny Fringe Fest,"Monday, 27 April 2026 At 5:00 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2297138,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
French Conversation Hour,"Monday, 27 April 2026 At 5:00 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2297472,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
German Conversation Hour ( SprachCafe ),"Monday, 27 April 2026 At 5:00 PM, EDT (GMT-4)",Big Red Barn,/rsvp_boot?id=2297646,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Norwegian Conversation Hour,"Monday, 27 April 2026 At 5:00 PM, EDT (GMT-4)",Big Red Barn,/rsvp_boot?id=2297763,0 going,"Open Event, Spirituality, Faith/ Religion"
Episcopal Church at Cornell ( ECC ) Evening Prayer,"Monday, 27 April 2026 At 5:30 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2302088,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Mandarin Conversation Hour,"Monday, 27 April 2026 At 5:40 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2302659,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
English Conversation Hour,"Monday, 27 April 2026 At 6:00 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2297428,0 going,"Private Meeting, Education"
MICC G-Body and NME Session,"Monday, 27 April 2026 At 6:00 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2301834,0 going,"Open Event, Dance, Free, Fun"
Monday Night Swing Dance,"Monday, 27 April 2026 At 7:00 PM, EDT (GMT-4)",Big Red Barn,/rsvp_boot?id=2299936,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Cantonese Conversation Hour,"Tuesday, 28 April 2026 At 11:15 AM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2297887,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Italian Conversation Hour,"Tuesday, 28 April 2026 At 12:00 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2298802,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Mandarin Conversation Hour,"Tuesday, 28 April 2026 At 2:30 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2299018,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Cantonese Conversation Hour,"Tuesday, 28 April 2026 At 3:30 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2299029,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
