id,type,lon,lat,name,category,subcategory,description,location,start_time,end_time,website
trail_520812481,Trail,-76.4919168,42.4655597,West Upland Road,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: Unknown surface.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/520812481
trail_520812632,Trail,-76.4897522,42.4652169,East Upland Road,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: Unknown surface.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/520812632
trail_520886390,Trail,-76.4671754,42.4780472,Warren Road,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: Unknown surface.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/520886390
trail_521971883,Trail,-76.4900352,42.4655988,Hanshaw Road,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: Unknown surface.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/521971883
trail_522307054,Trail,-76.4784993,42.4796925,Cinema Drive,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: concrete.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/522307054
trail_522479021,Trail,-76.4804745,42.4698192,Triphammer Road,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: Unknown surface.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/522479021
trail_523926306,Trail,-76.4863318,42.482677,Pyramid Drive,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: Unknown surface.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/523926306
trail_524271949,Trail,-76.467405,42.4786866,Uptown Road,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: Unknown surface.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/524271949
trail_524924882,Trail,-76.4638001,42.446833,Campus Road,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: concrete.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/524924882
trail_535108855,Trail,-76.4801932,42.4783228,Sheraton Drive,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: concrete.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/535108855
trail_537541267,Trail,-76.4887068,42.4708509,The Parkway,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: Unknown surface.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/537541267
trail_538122076,Trail,-76.4854873,42.4658172,Northway Road,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: Unknown surface.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/538122076
trail_539944060,Trail,-76.4810117,42.4539212,Wait Avenue,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: Unknown surface.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/539944060
trail_539944063,Trail,-76.4804288,42.4526515,Cradit Farm Road,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: Unknown surface.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/539944063
trail_539944067,Trail,-76.4806665,42.4532423,Balch Drive,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: Unknown surface.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/539944067
trail_541798814,Trail,-76.4860492,42.4559637,Highland Avenue,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: Unknown surface.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/541798814
trail_542946229,Trail,-76.4986631,42.4526783,East Falls Street,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: Unknown surface.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/542946229
trail_542946232,Trail,-76.5009088,42.4525988,West Falls Street,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: Unknown surface.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/542946232
trail_542946245,Trail,-76.5013812,42.451662,West Lincoln Street,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: Unknown surface.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/542946245
trail_542951981,Trail,-76.4968083,42.4503546,King Street,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: Unknown surface.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/542951981
trail_542951988,Trail,-76.497608,42.4513767,North Tioga Street,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: concrete.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/542951988
trail_542951997,Trail,-76.4970678,42.4521538,East Lincoln Street,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: concrete.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/542951997
trail_542952011,Trail,-76.4964197,42.4517266,North Aurora Street,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: Unknown surface.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/542952011
trail_542952014,Trail,-76.4947528,42.4525204,Lake Street,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: concrete.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/542952014
trail_542990429,Trail,-76.5038986,42.4458058,Madison Street,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: Unknown surface.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/542990429
trail_542990435,Trail,-76.5069142,42.4428269,Washington Street,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: Unknown surface.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/542990435
trail_542990438,Trail,-76.4950357,42.4494187,Linn Street,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: Unknown surface.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/542990438
trail_542990441,Trail,-76.4967053,42.4485332,East Tompkins Street,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: Unknown surface.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/542990441
trail_542990448,Trail,-76.5000969,42.4484366,West Tompkins Street,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: concrete.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/542990448
trail_542990451,Trail,-76.5013129,42.4482123,Hancock Street,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: concrete.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/542990451
trail_542990452,Trail,-76.5008672,42.4471548,West Yates Street,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: concrete.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/542990452
trail_542990453,Trail,-76.5013148,42.447476,Willow Avenue,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: concrete.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/542990453
trail_542990459,Trail,-76.4988588,42.4473248,East Yates Street,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: Unknown surface.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/542990459
trail_543185540,Trail,-76.5106003,42.4433021,North Fulton Street,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: Unknown surface.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/543185540
trail_543185544,Trail,-76.5000477,42.4424953,West Court Street,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: concrete.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/543185544
trail_543185556,Trail,-76.4980604,42.442545,East Court Street,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: Unknown surface.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/543185556
trail_543210932,Trail,-76.5085758,42.4416897,North Meadow Street,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: Unknown surface.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/543210932
trail_543210938,Trail,-76.5034133,42.4433075,Esty Street,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: Unknown surface.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/543210938
trail_543210954,Trail,-76.5040459,42.443914,North Plain Street,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: concrete.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/543210954
trail_543213062,Trail,-76.5093362,42.4442638,Cascadilla Street,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: concrete.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/543213062
trail_543556396,Trail,-76.4843266,42.4617032,White Park Place,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: Unknown surface.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/543556396
trail_543556403,Trail,-76.4836108,42.4614099,White Park Road,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: Unknown surface.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/543556403
trail_543830349,Trail,-76.4743961,42.4567252,Jessup Road,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: Unknown surface.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/543830349
trail_543830360,Trail,-76.491977,42.4663379,Cayuga Park Circle,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: Unknown surface.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/543830360
trail_544989686,Trail,-76.5003006,42.453505,West York Street,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: Unknown surface.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/544989686
trail_544989688,Trail,-76.4988804,42.4535525,East York Street,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: Unknown surface.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/544989688
trail_544989695,Trail,-76.4998572,42.4523534,North Cayuga Street,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: concrete.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/544989695
trail_545191478,Trail,-76.5059882,42.443839,Park Place,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: Unknown surface.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/545191478
trail_545191496,Trail,-76.507566,42.4411392,West Buffalo Street,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: concrete.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/545191496
trail_545521678,Trail,-76.502055,42.4439704,North Albany Street,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: concrete.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/545521678
trail_545521698,Trail,-76.5018084,42.4390075,South Albany Street,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: concrete.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/545521698
trail_545521741,Trail,-76.502871,42.4455323,Second Street,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: Unknown surface.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/545521741
trail_545521761,Trail,-76.5071722,42.4488326,Cayuga Waterfront Trail Connector,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: Unknown surface.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/545521761
trail_545521764,Trail,-76.5050298,42.4461517,Third Street,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: concrete.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/545521764
trail_545521781,Trail,-76.5067682,42.4450615,Fifth Street,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: Unknown surface.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/545521781
trail_545581866,Trail,-76.5010253,42.4512087,Auburn Street,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: Unknown surface.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/545581866
trail_545581871,Trail,-76.5002479,42.4507209,West Jay Street,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: concrete.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/545581871
trail_545581874,Trail,-76.4986084,42.4501311,Utica Street,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: concrete.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/545581874
trail_545581882,Trail,-76.4990791,42.4506004,East Jay Street,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: concrete.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/545581882
trail_545581896,Trail,-76.501524,42.4504369,Franklin Street,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: Unknown surface.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/545581896
trail_545581902,Trail,-76.5011576,42.4495369,Adams Street,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: concrete.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/545581902
trail_545581919,Trail,-76.5017595,42.4498223,Dey Street,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: Unknown surface.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/545581919
trail_545598198,Trail,-76.4964908,42.4449501,Farm Street,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: concrete.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/545598198
trail_545748152,Trail,-76.501682,42.4473056,Lake Avenue,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: concrete.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/545748152
trail_545748161,Trail,-76.5031787,42.4448873,Monroe Street,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: Unknown surface.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/545748161
trail_545755596,Trail,-76.5072637,42.4400783,West Seneca Street,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: concrete.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/545755596
trail_545791204,Trail,-76.3057948,42.4903755,West Main Street,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: Unknown surface.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/545791204
trail_546624589,Trail,-76.4953805,42.4461276,East Marshall Street,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: Unknown surface.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/546624589
trail_546624598,Trail,-76.4994331,42.4459997,West Marshall Street,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: Unknown surface.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/546624598
trail_546711074,Trail,-76.5012598,42.4449984,First Street,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: concrete.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/546711074
trail_546941899,Trail,-76.4980001,42.4412753,East Buffalo Street,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: concrete.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/546941899
trail_546941951,Trail,-76.494375,42.4433181,University Avenue,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: Unknown surface.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/546941951
trail_547054875,Trail,-76.4857774,42.4509356,Central Avenue,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: Unknown surface.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/547054875
trail_547054956,Trail,-76.491935,42.4512885,Willard Way Loop,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: Unknown surface.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/547054956
trail_547196386,Trail,-76.4968797,42.4512777,Queen Street,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: concrete.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/547196386
trail_547196403,Trail,-76.4853135,42.4431286,College Avenue,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: concrete.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/547196403
trail_547211284,Trail,-76.4862589,42.4396336,Cook Street,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: concrete.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/547211284
trail_547211285,Trail,-76.4880129,42.4394389,Frosh Alley,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: concrete.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/547211285
trail_547211286,Trail,-76.487291,42.4399112,Eddy Street,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: concrete.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/547211286
trail_547211292,Trail,-76.4873079,42.4422064,Dryden Road,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: Unknown surface.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/547211292
trail_547211394,Trail,-76.4962761,42.4405696,East Seneca Street,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: concrete.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/547211394
trail_548200908,Trail,-76.5071496,42.4358456,North Titus Avenue,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: Unknown surface.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/548200908
trail_548348850,Trail,-76.5062193,42.4388602,South Corn Street,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: concrete.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/548348850
trail_548348852,Trail,-76.506266,42.4397606,North Corn Street,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: concrete.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/548348852
trail_548348871,Trail,-76.5049675,42.4376226,Cleveland Avenue,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: concrete.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/548348871
trail_548348876,Trail,-76.5082175,42.4388104,South Meadow Street,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: concrete.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/548348876
trail_548348913,Trail,-76.503967,42.438018,South Plain Street,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: concrete.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/548348913
trail_548355950,Trail,-76.5091679,42.4382518,West Green Street,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: concrete.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/548355950
trail_548610751,Trail,-76.5063722,42.4463379,Fourth Street,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: Unknown surface.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/548610751
trail_548627282,Trail,-76.5016141,42.451105,Short Street,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: Unknown surface.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/548627282
trail_548703910,Trail,-76.486046,42.4374574,Mitchell Street,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: concrete.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/548703910
trail_548703919,Trail,-76.4867026,42.4377357,East State Street,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: concrete.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/548703919
trail_548706207,Trail,-76.489717,42.4411278,Stewart Avenue,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: concrete.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/548706207
trail_548916524,Trail,-76.5035449,42.4490174,Alice Miller Way,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: Unknown surface.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/548916524
trail_552939386,Trail,-76.3671351,42.3902212,Boiceville Nature Walk,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: ground.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/552939386
trail_553360123,Trail,-76.3510869,42.5149846,Genung Nature Preserve Trail,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: ground.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/553360123
trail_572056473,Trail,-76.6778761,42.289219,Morrell Road,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: Unknown surface.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/572056473
trail_572058191,Trail,-76.6610887,42.2921601,Auger Hole Road,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: Unknown surface.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/572058191
trail_592861275,Trail,-76.599281,42.5451473,South Rim Trail,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: Unknown surface.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/592861275
trail_592861292,Trail,-76.608785,42.5392499,North Rim Trail,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: asphalt.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/592861292
trail_611288902,Trail,-76.5577777,42.3955988,Y Camp Way,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: ground.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/611288902
trail_620090234,Trail,-76.7235877,42.3466789,School House Trail,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: ground.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/620090234
trail_620090242,Trail,-76.6223007,42.4045923,Yellow Trail,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: ground.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/620090242
trail_626295689,Trail,-76.6440133,42.3683749,Rowell Hill Loop,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: ground.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/626295689
trail_658255564,Trail,-76.683726,42.3898875,Cayutaville Road,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: unpaved.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/658255564
trail_658258493,Trail,-76.6861914,42.373209,Moot Road,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: Unknown surface.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/658258493
trail_658258494,Trail,-76.6889343,42.3732209,Leonard Road,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: Unknown surface.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/658258494
trail_658474675,Trail,-76.4342676,42.3951026,South Hill Recreation Way Extension,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: Unknown surface.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/658474675
trail_671377877,Trail,-76.2053075,42.2492046,Prentice Hill Road,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: Unknown surface.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/671377877
trail_672191163,Trail,-76.3914104,42.2909504,Stevens Hill Road,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: unpaved.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/672191163
trail_677344802,Trail,-76.394345,42.5219925,Wood Road,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: Unknown surface.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/677344802
trail_685721043,Trail,-76.5183769,42.5222145,Main Loop Trail,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: ground.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/685721043
trail_685721044,Trail,-76.5189649,42.5237314,Pocket Falls Trail,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: ground.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/685721044
trail_685721046,Trail,-76.5213061,42.522053,Lake View Trail,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: ground.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/685721046
trail_689401965,Trail,-76.5059548,42.4273921,Spencer Road,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: asphalt.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/689401965
trail_690281466,Trail,-76.4745434,42.4702681,Lisa Lane Walkway,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: paved.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/690281466
trail_702899910,Trail,-76.488473,42.4516694,Gorge path,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: dirt.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/702899910
trail_719089385,Trail,-76.4439262,42.2693839,Birds Trail,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: ground.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/719089385
trail_719089386,Trail,-76.4421096,42.2693766,Fish Trail,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: Unknown surface.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/719089386
trail_722592266,Trail,-76.4894185,42.4200335,Boothroyd Woods Trail,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: Unknown surface.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/722592266
trail_726031458,Trail,-76.6858448,42.3635738,Fosdick Road,Ithaca Trails,Hiking / Footway,Ithaca Hiking/Walking Trail. Surface: Unknown surface.,Greater Ithaca / Tompkins Area,,,https://www.openstreetmap.org/way/726031458
